timestamp,zone_id,demand_mw,demand_forecast_mw,price_per_mwh,temp_c,humidity,wind_speed,precipitation
2024-05-28 00:00:00+00,NYISO,18465,17726,29.139333333333337,22.5,89,17.2,0.1
2024-05-28 01:00:00+00,NYISO,18318,17674,28.031333333333333,22.1,93,9.1,0
2024-05-28 02:00:00+00,NYISO,17818,17427,24.562666666666665,21.6,94,11,0
2024-05-28 03:00:00+00,NYISO,16851,16477,22.62933333333333,20.9,93,10.4,0
2024-05-28 04:00:00+00,NYISO,15805,15410,21.816,19.7,96,10.7,0
2024-05-28 05:00:00+00,NYISO,15040,14703,19.675333333333334,19.2,96,10,0
2024-05-28 06:00:00+00,NYISO,14492,14161,17.883333333333333,18.7,97,9.4,0
2024-05-28 07:00:00+00,NYISO,14120,13813,17.340666666666667,18.7,95,12.2,0
2024-05-28 08:00:00+00,NYISO,13929,13645,17.813333333333333,18.9,91,12.3,0
2024-05-28 09:00:00+00,NYISO,14077,13739,19.188666666666666,18.7,90,14.1,0
2024-05-28 10:00:00+00,NYISO,14697,14276,23.513333333333332,18.2,87,15.4,0
2024-05-28 11:00:00+00,NYISO,15850,15362,25.20266666666667,18.6,81,16.3,0
2024-05-28 12:00:00+00,NYISO,16911,16478,26.473333333333336,19.8,73,12.6,0
2024-05-28 13:00:00+00,NYISO,17320,17033,26.61466666666667,21.9,56,19.1,0
2024-05-28 14:00:00+00,NYISO,17566,17294,26.159333333333333,23,52,16.4,0
2024-05-28 15:00:00+00,NYISO,17720,17501,26.124000000000002,24.5,48,14.4,0
2024-05-28 16:00:00+00,NYISO,18043,17794,27.09466666666667,25.8,43,17,0
2024-05-28 17:00:00+00,NYISO,18223,18030,27.784666666666666,26.7,39,20.3,0
2024-05-28 18:00:00+00,NYISO,18560,18362,28.84,27.6,35,20.9,0
2024-05-28 19:00:00+00,NYISO,18908,18581,30.260666666666665,27.9,34,21.1,0
2024-05-28 20:00:00+00,NYISO,19290,19005,34.38333333333333,27.7,34,23.6,0
2024-05-28 21:00:00+00,NYISO,19864,19620,39.89266666666666,27.6,34,22.3,0
2024-05-28 22:00:00+00,NYISO,20364,20141,40.592666666666666,27,36,20.8,0
2024-05-28 23:00:00+00,NYISO,20299,20228,37.416666666666664,25.9,40,16.6,0
2024-05-29 00:00:00+00,NYISO,19872,19857,36.282000000000004,23.8,45,14.8,0
2024-05-29 01:00:00+00,NYISO,19244,19266,33.256,22,49,12.5,0
2024-05-29 02:00:00+00,NYISO,18419,18678,28.264,20.1,58,10.5,0
2024-05-29 03:00:00+00,NYISO,17215,17419,25.014,18.8,65,9.5,0
2024-05-29 04:00:00+00,NYISO,15955,16092,22.985333333333337,18.1,68,9.4,0
2024-05-29 05:00:00+00,NYISO,14977,14898,20.281333333333336,17.1,73,7.8,0
2024-05-29 06:00:00+00,NYISO,14306,14169,19.006666666666668,16.1,79,6.2,0
2024-05-29 07:00:00+00,NYISO,13889,13705,18.032,15.7,80,7.2,0
2024-05-29 08:00:00+00,NYISO,13600,13433,18.19333333333333,15.1,83,7.1,0
2024-05-29 09:00:00+00,NYISO,13619,13475,21.44,14.7,85,8.4,0
2024-05-29 10:00:00+00,NYISO,14091,13927,25.291333333333334,14.3,87,10,0
2024-05-29 11:00:00+00,NYISO,15182,14922,26.675333333333334,15.6,83,7.4,0
2024-05-29 12:00:00+00,NYISO,16025,15920,26.591333333333335,17.4,75,5.9,0
2024-05-29 13:00:00+00,NYISO,16326,16320,25.348666666666666,19.8,64,7.6,0
2024-05-29 14:00:00+00,NYISO,16391,16429,25.476666666666667,21.1,56,5.4,0
2024-05-29 15:00:00+00,NYISO,16417,16549,26.212,22.3,51,4.8,0
2024-05-29 16:00:00+00,NYISO,16724,16723,25.956,23.1,49,5.2,0.1
2024-05-29 17:00:00+00,NYISO,17005,16877,26.67866666666667,23.7,48,5.4,0
2024-05-29 18:00:00+00,NYISO,17087,17176,27.381333333333334,24.4,46,3.8,0
2024-05-29 19:00:00+00,NYISO,17205,17426,28.546,25.1,44,3.6,0
2024-05-29 20:00:00+00,NYISO,17617,17829,32.034666666666666,25.5,42,6.6,0
2024-05-29 21:00:00+00,NYISO,18327,18315,35.79066666666667,21.6,62,13,0.5
2024-05-29 22:00:00+00,NYISO,18833,18649,35.38933333333333,20.2,73,14,0
2024-05-29 23:00:00+00,NYISO,18886,18740,35.050666666666665,19.5,73,10.6,0
2024-05-30 00:00:00+00,NYISO,18807,18521,34.41133333333333,17.7,81,19.7,0
2024-05-30 01:00:00+00,NYISO,18564,18107,29.728666666666665,17.8,89,8.6,1.8
2024-05-30 02:00:00+00,NYISO,17890,17614,26.884666666666664,17.4,90,4.7,0.8
2024-05-30 03:00:00+00,NYISO,16682,16572,25.010666666666665,17.4,90,1.4,0.5
2024-05-30 04:00:00+00,NYISO,15495,15422,22.507333333333335,16.2,93,5,0
2024-05-30 05:00:00+00,NYISO,14585,14174,20.209333333333333,15.1,96,5.1,0
2024-05-30 06:00:00+00,NYISO,13965,13569,18.733999999999998,14.3,95,5.4,0
2024-05-30 07:00:00+00,NYISO,13583,13180,17.978,14.6,96,5.1,0
2024-05-30 08:00:00+00,NYISO,13369,12974,17.991333333333333,14.5,97,8.9,0
2024-05-30 09:00:00+00,NYISO,13438,13045,20.675333333333334,14.1,94,11.9,0
2024-05-30 10:00:00+00,NYISO,13891,13556,23.83533333333333,13.8,90,12.1,0
2024-05-30 11:00:00+00,NYISO,14779,14499,26.041333333333334,14,88,13,0
2024-05-30 12:00:00+00,NYISO,15412,15302,26.762666666666668,15,80,14.5,0
2024-05-30 13:00:00+00,NYISO,15436,15467,24.550666666666665,16.7,66,18.5,0
2024-05-30 14:00:00+00,NYISO,15149,15338,23.886000000000003,18.1,53,18.3,0
2024-05-30 15:00:00+00,NYISO,15008,15182,23.771333333333335,19.6,40,18.1,0
2024-05-30 16:00:00+00,NYISO,15101,15145,23.584666666666667,20.7,32,18.3,0
2024-05-30 17:00:00+00,NYISO,15261,15171,24.146,21.5,32,18,0
2024-05-30 18:00:00+00,NYISO,15383,15293,23.646666666666665,22,33,17.3,0
2024-05-30 19:00:00+00,NYISO,15566,15374,23.462666666666667,22.3,33,17.9,0
2024-05-30 20:00:00+00,NYISO,15916,15693,25.514,22.7,32,18.6,0
2024-05-30 21:00:00+00,NYISO,16459,16339,30.175333333333334,22.3,31,18.3,0
2024-05-30 22:00:00+00,NYISO,16904,16947,31.136666666666667,21.5,31,18,0
2024-05-30 23:00:00+00,NYISO,17225,17414,32.562666666666665,20.6,36,14.7,0
2024-05-31 00:00:00+00,NYISO,17360,17381,32.39666666666667,18.5,42,9.7,0
2024-05-31 01:00:00+00,NYISO,17288,17065,28.102,17.3,41,13.2,0
2024-05-31 02:00:00+00,NYISO,16882,16623,24.517333333333333,16.3,44,13.7,0
2024-05-31 03:00:00+00,NYISO,15823,15640,22.862666666666666,15,49,12.9,0
2024-05-31 04:00:00+00,NYISO,14740,14502,21.392,14.4,51,14.4,0
2024-05-31 05:00:00+00,NYISO,13929,13518,19.554,14.2,49,15.1,0
2024-05-31 06:00:00+00,NYISO,13353,12977,18.232666666666667,13.5,51,14.9,0
2024-05-31 07:00:00+00,NYISO,13010,12619,17.175333333333334,13,52,15,0
2024-05-31 08:00:00+00,NYISO,12844,12417,17.944000000000003,12.4,54,13.8,0
2024-05-31 09:00:00+00,NYISO,12953,12494,20.294666666666668,11.8,57,12.2,0
2024-05-31 10:00:00+00,NYISO,13436,12901,23.404666666666667,11.6,59,12.3,0
2024-05-31 11:00:00+00,NYISO,14354,13752,24.178,12.9,61,12,0
2024-05-31 12:00:00+00,NYISO,14930,14467,22.935333333333336,14.9,55,12.2,0
2024-05-31 13:00:00+00,NYISO,14958,14645,21.137999999999998,17.5,50,13.4,0
2024-05-31 14:00:00+00,NYISO,14861,14572,20.396,19.2,44,13.8,0
2024-05-31 15:00:00+00,NYISO,14853,14556,20.435333333333332,21.1,35,12.7,0
2024-05-31 16:00:00+00,NYISO,14973,14621,20.333333333333332,22.2,31,15.4,0
2024-05-31 17:00:00+00,NYISO,15140,14762,21.095333333333333,23,28,12.6,0
2024-05-31 18:00:00+00,NYISO,15381,14979,21.790000000000003,23.8,27,15.2,0
2024-05-31 19:00:00+00,NYISO,15553,15231,22.121333333333332,23.1,30,18.1,0
2024-05-31 20:00:00+00,NYISO,15947,15634,23.588666666666665,23.9,28,14.9,0
2024-05-31 21:00:00+00,NYISO,16632,16239,26.602666666666668,23.8,28,14.6,0
2024-05-31 22:00:00+00,NYISO,17314,16791,29.598666666666666,23.3,30,13,0
2024-05-31 23:00:00+00,NYISO,17720,17138,31.27,22.2,38,9.4,0
2024-06-01 00:00:00+00,NYISO,17810,17172,30.881333333333334,19,51,6.8,0
2024-06-01 01:00:00+00,NYISO,17524,16820,27.759333333333334,18.2,48,9.2,0
2024-06-01 02:00:00+00,NYISO,17105,16396,24.852666666666664,16.9,50,8.6,0
2024-06-01 03:00:00+00,NYISO,16157,15565,22.30666666666667,15.8,52,8.2,0
2024-06-01 04:00:00+00,NYISO,15043,14613,21.283333333333335,15,55,8.7,0
2024-06-01 05:00:00+00,NYISO,14114,13735,19.82133333333333,14.5,58,9.2,0
2024-06-01 06:00:00+00,NYISO,13469,13140,17.64333333333333,14,61,9,0
2024-06-01 07:00:00+00,NYISO,13034,12719,17.048,13.5,64,8.9,0
2024-06-01 08:00:00+00,NYISO,12785,12447,17.455333333333332,13.2,66,10,0
2024-06-01 09:00:00+00,NYISO,12738,12347,18.578,12.9,67,11,0
2024-06-01 10:00:00+00,NYISO,12764,12302,19.149333333333335,12.9,68,11.8,0
2024-06-01 11:00:00+00,NYISO,12959,12376,18.719333333333335,14.8,63,12.6,0
2024-06-01 12:00:00+00,NYISO,13135,12603,18.883333333333333,17.4,57,7.9,0
2024-06-01 13:00:00+00,NYISO,13278,12811,18.036,20.3,48,7.9,0
2024-06-01 14:00:00+00,NYISO,13424,12985,17.85533333333333,22.9,39,8.6,0
2024-06-01 15:00:00+00,NYISO,13651,13224,18.222666666666665,24.5,32,6.8,0
2024-06-01 16:00:00+00,NYISO,13995,13504,18.520666666666667,25.5,29,4.8,0
2024-06-01 17:00:00+00,NYISO,14374,13837,19.162666666666667,26.3,28,5.2,0
2024-06-01 18:00:00+00,NYISO,14772,14241,20.397333333333332,27.1,26,5.8,0
2024-06-01 19:00:00+00,NYISO,15350,14699,20.78533333333333,27.8,25,5.4,0
2024-06-01 20:00:00+00,NYISO,16100,15287,23.21066666666667,28.3,25,7.4,0
2024-06-01 21:00:00+00,NYISO,17038,16064,28.470666666666666,28.2,24,9.5,0
2024-06-01 22:00:00+00,NYISO,17968,16766,31.704666666666665,27.7,23,10.6,0
2024-06-01 23:00:00+00,NYISO,18502,17248,31.82,25.9,32,8.4,0
2024-06-02 00:00:00+00,NYISO,18391,17333,29.787333333333333,22.8,38,9.9,0
2024-06-02 01:00:00+00,NYISO,18094,17176,28.002,20.6,40,11,0
2024-06-02 02:00:00+00,NYISO,17691,16923,24.574666666666666,18.7,48,8.1,0
2024-06-02 03:00:00+00,NYISO,16779,16172,22.14,16.5,60,6.9,0
2024-06-02 04:00:00+00,NYISO,15778,15307,19.946666666666665,15.8,65,7.4,0
2024-06-02 05:00:00+00,NYISO,14866,14424,18.39466666666667,15.7,68,8.1,0
2024-06-02 06:00:00+00,NYISO,14131,13694,16.982,15.8,68,8.4,0
2024-06-02 07:00:00+00,NYISO,13621,13161,16.458666666666666,15.3,70,7.7,0
2024-06-02 08:00:00+00,NYISO,13263,12790,15.969333333333333,15.2,70,8.2,0
2024-06-02 09:00:00+00,NYISO,13087,12621,16.131333333333334,14.5,75,7.1,0
2024-06-02 10:00:00+00,NYISO,12968,12538,15.792666666666666,14.7,75,6.9,0
2024-06-02 11:00:00+00,NYISO,13021,12660,15.831999999999999,16.3,72,9.7,0
2024-06-02 12:00:00+00,NYISO,13318,13004,17.04,18.8,67,7.9,0
2024-06-02 13:00:00+00,NYISO,13679,13485,18.204,21.2,62,7.8,0
2024-06-02 14:00:00+00,NYISO,14185,13965,19.118666666666666,23.6,54,9.7,0
2024-06-02 15:00:00+00,NYISO,14704,14505,19.63133333333333,25.4,46,13.9,0
2024-06-02 16:00:00+00,NYISO,15200,15060,20.453333333333333,26.3,40,16.9,0
2024-06-02 17:00:00+00,NYISO,15678,15650,22.030666666666665,26.4,39,15.9,0
2024-06-02 18:00:00+00,NYISO,16227,16167,22.517333333333333,26.1,40,14.7,0
2024-06-02 19:00:00+00,NYISO,16853,16572,25.054,26.6,40,12.8,0
2024-06-02 20:00:00+00,NYISO,17689,17029,26.969333333333335,27.5,37,11.7,0
2024-06-02 21:00:00+00,NYISO,18431,17586,31.586000000000002,28.1,35,13.8,0
2024-06-02 22:00:00+00,NYISO,18798,17993,33.678666666666665,28,34,17.6,0
2024-06-02 23:00:00+00,NYISO,18838,18232,33.73533333333334,26,45,14.2,0
2024-06-03 00:00:00+00,NYISO,18716,18192,32.263999999999996,24.4,52,8.2,0
2024-06-03 01:00:00+00,NYISO,18672,18093,28.104,22.1,68,5.2,0
2024-06-03 02:00:00+00,NYISO,18358,17853,25.352666666666668,21.1,71,12.7,0
2024-06-03 03:00:00+00,NYISO,17435,16983,24.011333333333333,20.4,76,10.5,0
2024-06-03 04:00:00+00,NYISO,16395,15909,22.312,19.7,83,9.3,0
2024-06-03 05:00:00+00,NYISO,15542,14964,20.316,18.9,88,7.1,0
2024-06-03 06:00:00+00,NYISO,14944,14352,19.156,18.7,90,8.2,0
2024-06-03 07:00:00+00,NYISO,14548,13965,18.437333333333335,18.1,93,8.3,0
2024-06-03 08:00:00+00,NYISO,14316,13748,18.39333333333333,17.8,94,6.9,0
2024-06-03 09:00:00+00,NYISO,14430,13858,19.61,17.5,95,7,0
2024-06-03 10:00:00+00,NYISO,15068,14433,23.772,17.3,95,5.9,0
2024-06-03 11:00:00+00,NYISO,16267,15599,24.40533333333333,18.6,89,5.2,0
2024-06-03 12:00:00+00,NYISO,17336,16699,24.742,20.6,81,4.8,0
2024-06-03 13:00:00+00,NYISO,17943,17247,24.856,23.3,69,2.1,0
2024-06-03 14:00:00+00,NYISO,18176,17566,26.030666666666665,25.2,59,3.8,0
2024-06-03 15:00:00+00,NYISO,18493,17834,26.645333333333333,26.5,52,5.4,0.1
2024-06-03 16:00:00+00,NYISO,18958,18233,27.070666666666668,27.4,49,5.2,0.1
2024-06-03 17:00:00+00,NYISO,19521,18753,29.771333333333335,28.3,46,6,0.1
2024-06-03 18:00:00+00,NYISO,20050,19315,31.759999999999998,29.1,44,5.9,0
2024-06-03 19:00:00+00,NYISO,20507,19838,35.76866666666667,29.5,43,4.1,0
2024-06-03 20:00:00+00,NYISO,21293,20379,39.035999999999994,29.4,43,4.3,0
2024-06-03 21:00:00+00,NYISO,22093,20986,42.51933333333333,29.7,41,3.9,0
2024-06-03 22:00:00+00,NYISO,22714,21426,42.31733333333333,29.3,41,5.6,0
2024-06-03 23:00:00+00,NYISO,22808,21461,39.98866666666667,28.7,43,6.6,0
2024-06-04 00:00:00+00,NYISO,22491,21209,36.222,25.5,59,13.8,0.1
2024-06-04 01:00:00+00,NYISO,21946,20653,33.306,24.9,58,13.2,0
2024-06-04 02:00:00+00,NYISO,21132,19915,27.045333333333335,23.7,68,6.8,0
2024-06-04 03:00:00+00,NYISO,19669,18502,24.567999999999998,21.8,80,5.4,0
2024-06-04 04:00:00+00,NYISO,18098,17019,24.544,20.8,86,5.2,0
2024-06-04 05:00:00+00,NYISO,16839,16093,23.358,19.7,92,6.6,0
2024-06-04 06:00:00+00,NYISO,15979,15270,19.530666666666665,19.5,92,5.4,0
2024-06-04 07:00:00+00,NYISO,15421,14695,19.222666666666665,19.2,92,3.2,0
2024-06-04 08:00:00+00,NYISO,15012,14340,18.959333333333333,18.9,95,5.9,0
2024-06-04 09:00:00+00,NYISO,15003,14344,20.139333333333333,18.3,96,5.4,0
2024-06-04 10:00:00+00,NYISO,15457,14765,22.007333333333335,17.9,97,5.2,0
2024-06-04 11:00:00+00,NYISO,16583,15793,22.101333333333333,19.9,92,4.7,0
2024-06-04 12:00:00+00,NYISO,17536,16827,22.950666666666667,21.9,83,4.8,0
2024-06-04 13:00:00+00,NYISO,18017,17363,22.142666666666667,24.2,67,6.2,0
2024-06-04 14:00:00+00,NYISO,18303,17697,24.558,26.2,54,8.2,0
2024-06-04 15:00:00+00,NYISO,18765,18155,25.048000000000002,27.6,46,9.1,0
2024-06-04 16:00:00+00,NYISO,19356,18712,26.488,29.2,36,10.2,0
2024-06-04 17:00:00+00,NYISO,19931,19336,28.74866666666667,30.2,31,10.6,0
2024-06-04 18:00:00+00,NYISO,20620,19941,32.346,30.8,30,11.3,0
2024-06-04 19:00:00+00,NYISO,21143,20416,34.986666666666665,30.8,31,14,0
2024-06-04 20:00:00+00,NYISO,21712,20862,40.49733333333334,31,31,15,0
2024-06-04 21:00:00+00,NYISO,22327,21348,43.96266666666667,28.9,37,18.9,0
2024-06-04 22:00:00+00,NYISO,22721,21627,40.76866666666667,28.5,37,17.4,0
2024-06-04 23:00:00+00,NYISO,22621,21458,38.04600000000001,27.1,40,17.4,0
2024-06-05 00:00:00+00,NYISO,22195,21043,35.193333333333335,25.1,47,15.3,0
2024-06-05 01:00:00+00,NYISO,21597,20376,31.525333333333332,22.6,57,11,0
2024-06-05 02:00:00+00,NYISO,20783,19615,27.567333333333334,20.8,68,6.8,0
2024-06-05 03:00:00+00,NYISO,19352,18258,25.326,19.6,79,5.8,0
2024-06-05 04:00:00+00,NYISO,17823,16859,24.832,18.9,87,6.8,0
2024-06-05 05:00:00+00,NYISO,16605,16019,22.287333333333333,18.1,94,5.5,0
2024-06-05 06:00:00+00,NYISO,15793,15260,20.082666666666668,17.5,96,5.1,0
2024-06-05 07:00:00+00,NYISO,15185,14737,18.87933333333333,17,98,4.6,0
2024-06-05 08:00:00+00,NYISO,15006,14430,19.324666666666666,17.2,99,4.2,0
2024-06-05 09:00:00+00,NYISO,15023,14463,20.196,17.3,100,4.1,0
2024-06-05 10:00:00+00,NYISO,15486,14924,23.19333333333333,18,98,6.8,0
2024-06-05 11:00:00+00,NYISO,16652,16007,24.964,19,94,7.7,0
2024-06-05 12:00:00+00,NYISO,17734,17080,25.124666666666666,20.2,89,7.7,0
2024-06-05 13:00:00+00,NYISO,18320,17656,24.52466666666667,22.1,83,9.5,0
2024-06-05 14:00:00+00,NYISO,18732,18033,25.476666666666667,24.3,70,9.6,0
2024-06-05 15:00:00+00,NYISO,19038,18516,26.19066666666667,26.1,60,10.1,0
2024-06-05 16:00:00+00,NYISO,19559,19164,29.099333333333334,27.8,56,10.1,0
2024-06-05 17:00:00+00,NYISO,20092,19864,30.96333333333333,29.5,50,12.2,0
2024-06-05 18:00:00+00,NYISO,20775,20592,33.224666666666664,29.6,49,15.5,0
2024-06-05 19:00:00+00,NYISO,21352,21171,35.086666666666666,28.9,47,18.8,0.1
2024-06-05 20:00:00+00,NYISO,22014,21721,38.474666666666664,28.2,53,19.7,0.2
2024-06-05 21:00:00+00,NYISO,22744,22280,43.09466666666666,25.1,74,17.5,1.3
2024-06-05 22:00:00+00,NYISO,23096,22516,41.513333333333335,24.7,77,14.4,0.1
2024-06-05 23:00:00+00,NYISO,22879,22218,39.49133333333334,23.8,82,13.4,0.2
2024-06-06 00:00:00+00,NYISO,22531,21775,36.269999999999996,21.9,90,12.3,2.3
2024-06-06 01:00:00+00,NYISO,22180,21283,31.552000000000003,21,96,15.5,1.7
2024-06-06 02:00:00+00,NYISO,21501,20616,27.217333333333332,21.1,96,10.9,2.7
2024-06-06 03:00:00+00,NYISO,20120,19285,25.816666666666666,21.3,94,12.5,6.1
2024-06-06 04:00:00+00,NYISO,18592,17882,25.822666666666667,21.3,94,16.8,9
2024-06-06 05:00:00+00,NYISO,17492,16868,23.336000000000002,21.8,92,37.6,6.8
2024-06-06 06:00:00+00,NYISO,16694,16040,22.500666666666667,21.4,92,27.5,1.3
2024-06-06 07:00:00+00,NYISO,16215,15496,21.464,21.1,94,16.5,0
2024-06-06 08:00:00+00,NYISO,15931,15168,22.1,20.7,97,12.7,4.7
2024-06-06 09:00:00+00,NYISO,15927,15178,22.322666666666667,21.4,95,12.5,0.4
2024-06-06 10:00:00+00,NYISO,16479,15711,25.34466666666667,20.9,96,13.5,4.5
2024-06-06 11:00:00+00,NYISO,17671,17011,28.076666666666664,22,94,14.3,0.1
2024-06-06 12:00:00+00,NYISO,18952,18239,30.19066666666667,23,89,17.6,0.1
2024-06-06 13:00:00+00,NYISO,19751,18966,30.550666666666665,24.7,84,13.5,0.2
2024-06-06 14:00:00+00,NYISO,20334,19377,32.13066666666666,26,77,17.4,0
2024-06-06 15:00:00+00,NYISO,20731,19722,33.90533333333333,27,71,17.3,0.1
2024-06-06 16:00:00+00,NYISO,21080,20155,33.90866666666667,27.9,67,18.3,0.2
2024-06-06 17:00:00+00,NYISO,21390,20545,34.09133333333333,28.4,61,20.9,0.1
2024-06-06 18:00:00+00,NYISO,21799,20904,34.358,27.4,66,19.6,0
2024-06-06 19:00:00+00,NYISO,22025,21147,35.88733333333333,24.4,79,26.6,0.7
2024-06-06 20:00:00+00,NYISO,22298,21596,40.46333333333334,25.5,79,17.2,0.1
2024-06-06 21:00:00+00,NYISO,22457,22082,44.19266666666667,27.7,69,17.4,0
2024-06-06 22:00:00+00,NYISO,22664,22364,43.458,27.7,69,16.2,0
2024-06-06 23:00:00+00,NYISO,22605,22101,43.178,26.9,71,14.6,0
2024-06-07 00:00:00+00,NYISO,22315,21783,37.34866666666667,26,76,15.5,0
2024-06-07 01:00:00+00,NYISO,21797,21322,34.15533333333334,25.6,71,14.6,0
2024-06-07 02:00:00+00,NYISO,20967,20678,28.932000000000002,24.3,76,12.6,0
2024-06-07 03:00:00+00,NYISO,19570,19312,25.572,23.2,85,11.4,0
2024-06-07 04:00:00+00,NYISO,18131,17882,23.528000000000002,22.4,87,11,0
2024-06-07 05:00:00+00,NYISO,16922,17135,20.688,22,74,10.4,0
2024-06-07 06:00:00+00,NYISO,16090,16196,19.991333333333333,20.8,71,7.4,0
2024-06-07 07:00:00+00,NYISO,15514,15540,19.100666666666665,19.5,74,7.7,0
2024-06-07 08:00:00+00,NYISO,15139,15123,19.109333333333332,18.6,76,7.2,0
2024-06-07 09:00:00+00,NYISO,15110,15039,20.492,18.1,76,6.6,0
2024-06-07 10:00:00+00,NYISO,15523,15341,22.760666666666665,19,71,6.8,0
2024-06-07 11:00:00+00,NYISO,16619,16283,23.611333333333334,19.9,69,7.3,0
2024-06-07 12:00:00+00,NYISO,17710,17283,25.296666666666667,21.7,64,5.2,0
2024-06-07 13:00:00+00,NYISO,18379,17846,26.172,24.6,56,4.7,0
2024-06-07 14:00:00+00,NYISO,18473,18146,26.576,26.7,41,6.9,0
2024-06-07 15:00:00+00,NYISO,18817,18459,26.911333333333335,27.6,37,13.4,0
2024-06-07 16:00:00+00,NYISO,19234,18874,26.389333333333337,28.3,34,17.4,0
2024-06-07 17:00:00+00,NYISO,19816,19282,27.528666666666666,29,33,18.4,0
2024-06-07 18:00:00+00,NYISO,20192,19730,27.880666666666666,29.4,30,19.6,0
2024-06-07 19:00:00+00,NYISO,20467,20064,29.779333333333334,29.3,28,22.1,0
2024-06-07 20:00:00+00,NYISO,20680,20477,32.687333333333335,28.5,28,22.7,0
2024-06-07 21:00:00+00,NYISO,20839,20852,36.59,28.4,29,23.1,0
2024-06-07 22:00:00+00,NYISO,20797,21013,36.468666666666664,27.4,31,25.6,0
2024-06-07 23:00:00+00,NYISO,20460,20590,34.836666666666666,26.1,35,17.4,0
2024-06-08 00:00:00+00,NYISO,19788,20120,29.552000000000003,24,41,21.2,0
2024-06-08 01:00:00+00,NYISO,19085,19544,27.736,22.2,45,19.1,0
2024-06-08 02:00:00+00,NYISO,18462,18989,24.642,20.9,48,19.1,0
2024-06-08 03:00:00+00,NYISO,17388,17914,22.59733333333333,20.2,50,18.5,0
2024-06-08 04:00:00+00,NYISO,16275,16738,23.096,19.2,53,11.3,0
2024-06-08 05:00:00+00,NYISO,15343,15466,19.787333333333333,17.6,62,7.3,0
2024-06-08 06:00:00+00,NYISO,14589,14704,18.982666666666667,16.6,67,7.2,0
2024-06-08 07:00:00+00,NYISO,14130,14169,17.532666666666668,16,70,6.5,0
2024-06-08 08:00:00+00,NYISO,13813,13829,17.126666666666665,16.2,68,7.4,0
2024-06-08 09:00:00+00,NYISO,13669,13682,18,16.9,62,9,0
2024-06-08 10:00:00+00,NYISO,13612,13583,17.82,17.6,58,11,0
2024-06-08 11:00:00+00,NYISO,13861,13733,18.303333333333335,19,57,15.6,0
2024-06-08 12:00:00+00,NYISO,14290,14205,18.911333333333335,20.2,56,17.2,0
2024-06-08 13:00:00+00,NYISO,14760,14669,19.438,22,49,17.6,0
2024-06-08 14:00:00+00,NYISO,15149,15001,19.994000000000003,23.4,43,19,0
2024-06-08 15:00:00+00,NYISO,15435,15308,20.434,24.7,38,21.3,0
2024-06-08 16:00:00+00,NYISO,15721,15604,20.470000000000002,25.8,35,22,0
2024-06-08 17:00:00+00,NYISO,15874,15847,20.545333333333335,27.1,29,23.5,0
2024-06-08 18:00:00+00,NYISO,15934,16089,20.228666666666665,27.4,29,22.9,0
2024-06-08 19:00:00+00,NYISO,16141,16421,20.932666666666666,27.9,28,21,0
2024-06-08 20:00:00+00,NYISO,16503,16784,23.73,28.3,28,18.8,0
2024-06-08 21:00:00+00,NYISO,17160,17323,26.512,28.2,28,17.4,0
2024-06-08 22:00:00+00,NYISO,17792,17871,30.244666666666667,27.6,29,16.2,0
2024-06-08 23:00:00+00,NYISO,18267,18240,30.466,26.5,33,11.7,0
2024-06-09 00:00:00+00,NYISO,18298,18179,26.883333333333333,23.8,41,7.3,0
2024-06-09 01:00:00+00,NYISO,18063,17946,24.63,20.9,58,6.2,0
2024-06-09 02:00:00+00,NYISO,17748,17759,23.461333333333336,20.4,59,4.7,0
2024-06-09 03:00:00+00,NYISO,16983,17006,21.608666666666668,18.9,66,5.4,0
2024-06-09 04:00:00+00,NYISO,16081,16083,19.77466666666667,18.1,70,7.6,0
2024-06-09 05:00:00+00,NYISO,15268,14760,17.30933333333333,18,68,6.8,0
2024-06-09 06:00:00+00,NYISO,14636,14077,16.318666666666665,17.6,68,6.5,0
2024-06-09 07:00:00+00,NYISO,14172,13592,15.454666666666666,17.4,71,6.8,0
2024-06-09 08:00:00+00,NYISO,13837,13291,14.824666666666667,17.8,72,10.7,0
2024-06-09 09:00:00+00,NYISO,13692,13178,15.206,17.6,75,11.6,0
2024-06-09 10:00:00+00,NYISO,13677,13140,14.46,18,76,12,0
2024-06-09 11:00:00+00,NYISO,13877,13295,15.504666666666667,19.2,74,12.7,0
2024-06-09 12:00:00+00,NYISO,14301,13701,16.922666666666668,21.4,64,14.8,0
2024-06-09 13:00:00+00,NYISO,14885,14182,17.804,24.7,53,19.9,0
2024-06-09 14:00:00+00,NYISO,15398,14552,18.920666666666666,24.9,53,20.2,0
2024-06-09 15:00:00+00,NYISO,15531,14838,19.531333333333336,24.6,51,22.7,0
2024-06-09 16:00:00+00,NYISO,15534,14954,19.132,25.1,51,22.9,0
2024-06-09 17:00:00+00,NYISO,15406,15091,19.488666666666667,25.9,49,22.9,0
2024-06-09 18:00:00+00,NYISO,15319,15319,19.957333333333334,27,40,22.8,0
2024-06-09 19:00:00+00,NYISO,15364,15569,19.12933333333333,27,35,23.2,0
2024-06-09 20:00:00+00,NYISO,15701,15998,21.018666666666665,26.7,33,22.2,0
2024-06-09 21:00:00+00,NYISO,16427,16641,24.456,26.4,33,20.2,0
2024-06-09 22:00:00+00,NYISO,17284,17266,26.246666666666666,25.7,33,20.7,0
